key,region,cat1,cat2,amount,time
846,경기도,060. 문화 및 관광,062. 관광,31880046,2013
847,경기도,060. 문화 및 관광,063. 체육,59406225,2013
848,경기도,060. 문화 및 관광,064. 문화재,47196019,2013
849,경기도,060. 문화 및 관광,065. 문화 및 관광 일반,17802050,2013
850,경기도,070. 환경보호,071. 상하수도 및 수질,519921896,2013
851,경기도,070. 환경보호,072. 폐기물,41260118,2013
852,경기도,070. 환경보호,073. 대기,102703092,2013
853,경기도,070. 환경보호,074. 자연,788540,2013
854,경기도,070. 환경보호,075. 해양,0,2013
855,경기도,070. 환경보호,076. 환경보호 일반,38318144,2013
856,경기도,080. 사회복지,081. 기초생활보장,1307639766,2013
857,경기도,080. 사회복지,082. 취약계층지원,596819608,2013
858,경기도,080. 사회복지,"084. 보육, 가족 및 여성",1457529738,2013
859,경기도,080. 사회복지,085. 노인 및 청소년,789442540,2013
860,경기도,080. 사회복지,086. 노동,50762775,2013
861,경기도,080. 사회복지,087. 보훈,0,2013
862,경기도,080. 사회복지,088. 주택,0,2013
863,경기도,080. 사회복지,089. 사회복지일반,97000000,2013
864,경기도,090. 보건,091. 보건의료,194701991,2013
865,경기도,090. 보건,093. 식품의약안전,1505691,2013
866,경기도,100. 농림해양수산,101. 농업 및 농촌,365802313,2013
867,경기도,100. 농림해양수산,102. 임업 및 산촌,79782415,2013
868,경기도,100. 농림해양수산,103. 해양수산 및 어촌,26391709,2013
869,경기도,110. 산업 및 중소기업,111. 산업금융지원,21978270,2013
870,경기도,110. 산업 및 중소기업,112. 산업기술지원,0,2013
871,경기도,110. 산업 및 중소기업,113. 무역 및 투자유치,1783868,2013
872,경기도,110. 산업 및 중소기업,114. 산업진흥 및 고도화,6294580,2013
873,경기도,110. 산업 및 중소기업,115. 에너지 및 자원개발,5277828,2013
874,경기도,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,71058886,2013
875,경기도,120. 수송 및 교통,121. 도로,481936187,2013
876,경기도,120. 수송 및 교통,123. 도시철도,7172650,2013
877,경기도,120. 수송 및 교통,124. 해운 및 항만,1773405,2013
878,경기도,120. 수송 및 교통,125. 항공 및 공항,0,2013
879,경기도,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",451096003,2013
880,경기도,140. 국토 및 지역개발,141. 수자원,240557776,2013
881,경기도,140. 국토 및 지역개발,142. 지역 및 도시,221849125,2013
882,경기도,140. 국토 및 지역개발,143. 산업단지,0,2013
883,경기도,150. 과학기술,152. 과학기술연구지원,0,2013
884,경기도,150. 과학기술,153. 과학기술일반,36340196,2013
885,경기도,160. 예비비,161. 예비비,110579885,2013
886,경기도,900. 기타,901. 기타,685217283,2013
887,경상남도,010. 일반공공행정,011. 입법 및 선거관리,6779697,2013
888,경상남도,010. 일반공공행정,013. 지방행정 및 재정지원,493811384,2013
889,경상남도,010. 일반공공행정,014. 재정 및 금융,522619809,2013
890,경상남도,010. 일반공공행정,016. 일반행정,57094771,2013
891,경상남도,020. 공공질서 및 안전,023. 경찰,0,2013
892,경상남도,020. 공공질서 및 안전,025. 재난방재 및 민방위,147799135,2013
893,경상남도,050. 교육,051. 유아 및 초중등 교육,435468486,2013
894,경상남도,050. 교육,052. 고등교육,0,2013
895,경상남도,050. 교육,053. 평생 및 직업교육,12811993,2013
896,경상남도,060. 문화 및 관광,061. 문화예술,35632959,2013
897,경상남도,060. 문화 및 관광,062. 관광,76288094,2013
898,경상남도,060. 문화 및 관광,063. 체육,42061171,2013
899,경상남도,060. 문화 및 관광,064. 문화재,47813429,2013
900,경상남도,060. 문화 및 관광,065. 문화 및 관광 일반,0,2013
901,경상남도,070. 환경보호,071. 상하수도 및 수질,295981686,2013
902,경상남도,070. 환경보호,072. 폐기물,17966538,2013
903,경상남도,070. 환경보호,073. 대기,9877511,2013
904,경상남도,070. 환경보호,074. 자연,20092901,2013
905,경상남도,070. 환경보호,075. 해양,0,2013
906,경상남도,070. 환경보호,076. 환경보호 일반,2804598,2013
907,경상남도,080. 사회복지,081. 기초생활보장,823973851,2013
908,경상남도,080. 사회복지,082. 취약계층지원,154375219,2013
909,경상남도,080. 사회복지,"084. 보육, 가족 및 여성",428146896,2013
910,경상남도,080. 사회복지,085. 노인 및 청소년,378153501,2013
911,경상남도,080. 사회복지,086. 노동,18748159,2013
912,경상남도,080. 사회복지,087. 보훈,2321920,2013
913,경상남도,080. 사회복지,088. 주택,11609938,2013
914,경상남도,080. 사회복지,089. 사회복지일반,0,2013
915,경상남도,090. 보건,091. 보건의료,89157999,2013
916,경상남도,090. 보건,093. 식품의약안전,593609,2013
917,경상남도,100. 농림해양수산,101. 농업 및 농촌,468927327,2013
918,경상남도,100. 농림해양수산,102. 임업 및 산촌,162365043,2013
919,경상남도,100. 농림해양수산,103. 해양수산 및 어촌,99691375,2013
920,경상남도,110. 산업 및 중소기업,111. 산업금융지원,0,2013
921,경상남도,110. 산업 및 중소기업,112. 산업기술지원,15000,2013
922,경상남도,110. 산업 및 중소기업,113. 무역 및 투자유치,33575878,2013
923,경상남도,110. 산업 및 중소기업,114. 산업진흥 및 고도화,32283010,2013
924,경상남도,110. 산업 및 중소기업,115. 에너지 및 자원개발,9762978,2013
925,경상남도,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,32268678,2013
926,경상남도,120. 수송 및 교통,121. 도로,242220304,2013
927,경상남도,120. 수송 및 교통,123. 도시철도,2091160,2013
928,경상남도,120. 수송 및 교통,124. 해운 및 항만,1107621,2013
929,경상남도,120. 수송 및 교통,125. 항공 및 공항,0,2013
930,경상남도,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",47797451,2013
931,경상남도,140. 국토 및 지역개발,141. 수자원,318981651,2013
932,경상남도,140. 국토 및 지역개발,142. 지역 및 도시,109662617,2013
933,경상남도,140. 국토 및 지역개발,143. 산업단지,16372000,2013
934,경상남도,150. 과학기술,152. 과학기술연구지원,0,2013
935,경상남도,150. 과학기술,153. 과학기술일반,8268100,2013
936,경상남도,160. 예비비,161. 예비비,143530742,2013
937,경상남도,900. 기타,901. 기타,346816721,2013
938,경상북도,010. 일반공공행정,011. 입법 및 선거관리,8843845,2013
939,경상북도,010. 일반공공행정,013. 지방행정 및 재정지원,792224687,2013
940,경상북도,010. 일반공공행정,014. 재정 및 금융,172501000,2013
941,경상북도,010. 일반공공행정,016. 일반행정,131421238,2013
942,경상북도,020. 공공질서 및 안전,023. 경찰,0,2013
943,경상북도,020. 공공질서 및 안전,025. 재난방재 및 민방위,356708729,2013
944,경상북도,050. 교육,051. 유아 및 초중등 교육,5584000,2013
945,경상북도,050. 교육,052. 고등교육,4531498,2013
946,경상북도,050. 교육,053. 평생 및 직업교육,0,2013
947,경상북도,060. 문화 및 관광,061. 문화예술,45354485,2013
948,경상북도,060. 문화 및 관광,062. 관광,243861922,2013
949,경상북도,060. 문화 및 관광,063. 체육,42001295,2013
950,경상북도,060. 문화 및 관광,064. 문화재,77733064,2013
951,경상북도,060. 문화 및 관광,065. 문화 및 관광 일반,6941000,2013
952,경상북도,070. 환경보호,071. 상하수도 및 수질,381912840,2013
953,경상북도,070. 환경보호,072. 폐기물,16160875,2013
954,경상북도,070. 환경보호,073. 대기,13332529,2013
955,경상북도,070. 환경보호,074. 자연,17370677,2013
956,경상북도,070. 환경보호,075. 해양,12062648,2013
957,경상북도,070. 환경보호,076. 환경보호 일반,82718761,2013
958,경상북도,080. 사회복지,081. 기초생활보장,790817715,2013
959,경상북도,080. 사회복지,082. 취약계층지원,210445087,2013
960,경상북도,080. 사회복지,"084. 보육, 가족 및 여성",338351541,2013
961,경상북도,080. 사회복지,085. 노인 및 청소년,479604035,2013
962,경상북도,080. 사회복지,086. 노동,27739622,2013
963,경상북도,080. 사회복지,087. 보훈,0,2013
964,경상북도,080. 사회복지,088. 주택,0,2013
965,경상북도,080. 사회복지,089. 사회복지일반,0,2013
966,경상북도,090. 보건,091. 보건의료,78361739,2013
967,경상북도,090. 보건,093. 식품의약안전,1490699,2013
968,경상북도,100. 농림해양수산,101. 농업 및 농촌,644150094,2013
969,경상북도,100. 농림해양수산,102. 임업 및 산촌,202950867,2013
970,경상북도,100. 농림해양수산,103. 해양수산 및 어촌,70174565,2013
971,경상북도,110. 산업 및 중소기업,111. 산업금융지원,20788650,2013
972,경상북도,110. 산업 및 중소기업,112. 산업기술지원,0,2013
973,경상북도,110. 산업 및 중소기업,113. 무역 및 투자유치,28392697,2013
974,경상북도,110. 산업 및 중소기업,114. 산업진흥 및 고도화,62732400,2013
975,경상북도,110. 산업 및 중소기업,115. 에너지 및 자원개발,59367805,2013
976,경상북도,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,0,2013
977,경상북도,120. 수송 및 교통,121. 도로,266563217,2013
978,경상북도,120. 수송 및 교통,123. 도시철도,21495000,2013
979,경상북도,120. 수송 및 교통,124. 해운 및 항만,0,2013
980,경상북도,120. 수송 및 교통,125. 항공 및 공항,0,2013
981,경상북도,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",28528985,2013
982,경상북도,140. 국토 및 지역개발,141. 수자원,53007800,2013
983,경상북도,140. 국토 및 지역개발,142. 지역 및 도시,296049224,2013
984,경상북도,140. 국토 및 지역개발,143. 산업단지,20739300,2013
985,경상북도,150. 과학기술,152. 과학기술연구지원,0,2013
986,경상북도,150. 과학기술,153. 과학기술일반,14951200,2013
987,경상북도,160. 예비비,161. 예비비,68090000,2013
988,경상북도,900. 기타,901. 기타,365747665,2013
989,광주광역시,010. 일반공공행정,011. 입법 및 선거관리,3069574,2013
990,광주광역시,010. 일반공공행정,013. 지방행정 및 재정지원,242598404,2013
991,광주광역시,010. 일반공공행정,014. 재정 및 금융,135516935,2013
992,광주광역시,010. 일반공공행정,016. 일반행정,72962646,2013
993,광주광역시,020. 공공질서 및 안전,023. 경찰,0,2013
994,광주광역시,020. 공공질서 및 안전,025. 재난방재 및 민방위,31865086,2013
995,광주광역시,050. 교육,051. 유아 및 초중등 교육,233864032,2013
996,광주광역시,050. 교육,052. 고등교육,1690250,2013
997,광주광역시,050. 교육,053. 평생 및 직업교육,753162,2013
998,광주광역시,060. 문화 및 관광,061. 문화예술,72501210,2013
999,광주광역시,060. 문화 및 관광,062. 관광,7376330,2013
1000,광주광역시,060. 문화 및 관광,063. 체육,203996968,2013
1001,광주광역시,060. 문화 및 관광,064. 문화재,4462380,2013
1002,광주광역시,060. 문화 및 관광,065. 문화 및 관광 일반,34896928,2013
1003,광주광역시,070. 환경보호,071. 상하수도 및 수질,221458903,2013
1004,광주광역시,070. 환경보호,072. 폐기물,43827586,2013
1005,광주광역시,070. 환경보호,073. 대기,8572178,2013
1006,광주광역시,070. 환경보호,074. 자연,2518220,2013
1007,광주광역시,070. 환경보호,075. 해양,0,2013
1008,광주광역시,070. 환경보호,076. 환경보호 일반,3362713,2013
1009,광주광역시,080. 사회복지,081. 기초생활보장,472021167,2013
1010,광주광역시,080. 사회복지,082. 취약계층지원,90704263,2013
1011,광주광역시,080. 사회복지,"084. 보육, 가족 및 여성",279785397,2013
1012,광주광역시,080. 사회복지,085. 노인 및 청소년,158660824,2013
1013,광주광역시,080. 사회복지,086. 노동,26352984,2013
1014,광주광역시,080. 사회복지,087. 보훈,4434568,2013
1015,광주광역시,080. 사회복지,088. 주택,1966059,2013
1016,광주광역시,080. 사회복지,089. 사회복지일반,24718571,2013
1017,광주광역시,090. 보건,091. 보건의료,42369588,2013
1018,광주광역시,090. 보건,093. 식품의약안전,1203479,2013
1019,광주광역시,100. 농림해양수산,101. 농업 및 농촌,26724089,2013
1020,광주광역시,100. 농림해양수산,102. 임업 및 산촌,3438098,2013
1021,광주광역시,100. 농림해양수산,103. 해양수산 및 어촌,0,2013
1022,광주광역시,110. 산업 및 중소기업,111. 산업금융지원,45263587,2013
1023,광주광역시,110. 산업 및 중소기업,112. 산업기술지원,0,2013
1024,광주광역시,110. 산업 및 중소기업,113. 무역 및 투자유치,3499676,2013
1025,광주광역시,110. 산업 및 중소기업,114. 산업진흥 및 고도화,71267034,2013
1026,광주광역시,110. 산업 및 중소기업,115. 에너지 및 자원개발,10778572,2013
1027,광주광역시,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,0,2013
1028,광주광역시,120. 수송 및 교통,121. 도로,150735736,2013
1029,광주광역시,120. 수송 및 교통,123. 도시철도,4413515,2013
1030,광주광역시,120. 수송 및 교통,124. 해운 및 항만,0,2013
1031,광주광역시,120. 수송 및 교통,125. 항공 및 공항,0,2013
1032,광주광역시,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",215743784,2013
1033,광주광역시,140. 국토 및 지역개발,141. 수자원,24715429,2013
1034,광주광역시,140. 국토 및 지역개발,142. 지역 및 도시,136519319,2013
1035,광주광역시,140. 국토 및 지역개발,143. 산업단지,21017670,2013
1036,광주광역시,150. 과학기술,152. 과학기술연구지원,0,2013
1037,광주광역시,150. 과학기술,153. 과학기술일반,20908255,2013
1038,광주광역시,160. 예비비,161. 예비비,29953236,2013
1039,광주광역시,900. 기타,901. 기타,238798564,2013
1040,대구광역시,010. 일반공공행정,011. 입법 및 선거관리,3874041,2013
1041,대구광역시,010. 일반공공행정,013. 지방행정 및 재정지원,340705654,2013
1042,대구광역시,010. 일반공공행정,014. 재정 및 금융,398121404,2013
1043,대구광역시,010. 일반공공행정,016. 일반행정,67140776,2013
1044,대구광역시,020. 공공질서 및 안전,023. 경찰,0,2013
1045,대구광역시,020. 공공질서 및 안전,025. 재난방재 및 민방위,70956267,2013
1046,대구광역시,050. 교육,051. 유아 및 초중등 교육,395836814,2013
1047,대구광역시,050. 교육,052. 고등교육,0,2013
1048,대구광역시,050. 교육,053. 평생 및 직업교육,390650,2013
1049,대구광역시,060. 문화 및 관광,061. 문화예술,74311766,2013
1050,대구광역시,060. 문화 및 관광,062. 관광,9229150,2013
1051,대구광역시,060. 문화 및 관광,063. 체육,131676193,2013
1052,대구광역시,060. 문화 및 관광,064. 문화재,5156142,2013
1053,대구광역시,060. 문화 및 관광,065. 문화 및 관광 일반,0,2013
1054,대구광역시,070. 환경보호,071. 상하수도 및 수질,33832727,2013
1055,대구광역시,070. 환경보호,072. 폐기물,39234928,2013
1056,대구광역시,070. 환경보호,073. 대기,7629611,2013
1057,대구광역시,070. 환경보호,074. 자연,3142048,2013
1058,대구광역시,070. 환경보호,075. 해양,0,2013
1059,대구광역시,070. 환경보호,076. 환경보호 일반,6338000,2013
1060,대구광역시,080. 사회복지,081. 기초생활보장,688258695,2013
1061,대구광역시,080. 사회복지,082. 취약계층지원,185545964,2013
1062,대구광역시,080. 사회복지,"084. 보육, 가족 및 여성",384022051,2013
1063,대구광역시,080. 사회복지,085. 노인 및 청소년,283862998,2013
1064,대구광역시,080. 사회복지,086. 노동,30505188,2013
1065,대구광역시,080. 사회복지,087. 보훈,3990065,2013
1066,대구광역시,080. 사회복지,088. 주택,0,2013
1067,대구광역시,080. 사회복지,089. 사회복지일반,0,2013
1068,대구광역시,090. 보건,091. 보건의료,150021799,2013
1069,대구광역시,090. 보건,093. 식품의약안전,4434403,2013
1070,대구광역시,100. 농림해양수산,101. 농업 및 농촌,26939382,2013
1071,대구광역시,100. 농림해양수산,102. 임업 및 산촌,11326490,2013
1072,대구광역시,100. 농림해양수산,103. 해양수산 및 어촌,0,2013
1073,대구광역시,110. 산업 및 중소기업,111. 산업금융지원,74014307,2013
1074,대구광역시,110. 산업 및 중소기업,112. 산업기술지원,41413380,2013
1075,대구광역시,110. 산업 및 중소기업,113. 무역 및 투자유치,35012907,2013
1076,대구광역시,110. 산업 및 중소기업,114. 산업진흥 및 고도화,145425925,2013
1077,대구광역시,110. 산업 및 중소기업,115. 에너지 및 자원개발,9338330,2013
1078,대구광역시,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,748658,2013
1079,대구광역시,120. 수송 및 교통,121. 도로,191293259,2013
1080,대구광역시,120. 수송 및 교통,123. 도시철도,365130102,2013
1081,대구광역시,120. 수송 및 교통,124. 해운 및 항만,0,2013
1082,대구광역시,120. 수송 및 교통,125. 항공 및 공항,3737530,2013
1083,대구광역시,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",572698164,2013
1084,대구광역시,140. 국토 및 지역개발,141. 수자원,11786333,2013
1085,대구광역시,140. 국토 및 지역개발,142. 지역 및 도시,206721409,2013
1086,대구광역시,140. 국토 및 지역개발,143. 산업단지,13562966,2013
1087,대구광역시,150. 과학기술,152. 과학기술연구지원,83303460,2013
1088,대구광역시,150. 과학기술,153. 과학기술일반,0,2013
1089,대구광역시,160. 예비비,161. 예비비,46375154,2013
1090,대구광역시,900. 기타,901. 기타,356244910,2013
1091,대전광역시,010. 일반공공행정,011. 입법 및 선거관리,2966588,2013
1092,대전광역시,010. 일반공공행정,013. 지방행정 및 재정지원,256144592,2013
1093,대전광역시,010. 일반공공행정,014. 재정 및 금융,0,2013
1094,대전광역시,010. 일반공공행정,016. 일반행정,48625328,2013
1095,대전광역시,020. 공공질서 및 안전,023. 경찰,0,2013
1096,대전광역시,020. 공공질서 및 안전,025. 재난방재 및 민방위,25609464,2013
1097,대전광역시,050. 교육,051. 유아 및 초중등 교육,241013943,2013
1098,대전광역시,050. 교육,052. 고등교육,0,2013
1099,대전광역시,050. 교육,053. 평생 및 직업교육,7578429,2013
1100,대전광역시,060. 문화 및 관광,061. 문화예술,67493223,2013
1101,대전광역시,060. 문화 및 관광,062. 관광,27563067,2013
1102,대전광역시,060. 문화 및 관광,063. 체육,66265665,2013
1103,대전광역시,060. 문화 및 관광,064. 문화재,8240461,2013
1104,대전광역시,060. 문화 및 관광,065. 문화 및 관광 일반,6420,2013
1105,대전광역시,070. 환경보호,071. 상하수도 및 수질,4717283,2013
1106,대전광역시,070. 환경보호,072. 폐기물,49512936,2013
1107,대전광역시,070. 환경보호,073. 대기,0,2013
1108,대전광역시,070. 환경보호,074. 자연,7561008,2013
1109,대전광역시,070. 환경보호,075. 해양,0,2013
1110,대전광역시,070. 환경보호,076. 환경보호 일반,12824438,2013
1111,대전광역시,080. 사회복지,081. 기초생활보장,188076551,2013
1112,대전광역시,080. 사회복지,082. 취약계층지원,121286076,2013
1113,대전광역시,080. 사회복지,"084. 보육, 가족 및 여성",296983900,2013
1114,대전광역시,080. 사회복지,085. 노인 및 청소년,181469556,2013
1115,대전광역시,080. 사회복지,086. 노동,15571667,2013
1116,대전광역시,080. 사회복지,087. 보훈,3704424,2013
1117,대전광역시,080. 사회복지,088. 주택,0,2013
1118,대전광역시,080. 사회복지,089. 사회복지일반,21550129,2013
1119,대전광역시,090. 보건,091. 보건의료,37160679,2013
1120,대전광역시,090. 보건,093. 식품의약안전,727656,2013
1121,대전광역시,100. 농림해양수산,101. 농업 및 농촌,24836402,2013
1122,대전광역시,100. 농림해양수산,102. 임업 및 산촌,5256101,2013
1123,대전광역시,100. 농림해양수산,103. 해양수산 및 어촌,0,2013
1124,대전광역시,110. 산업 및 중소기업,111. 산업금융지원,0,2013
1125,대전광역시,110. 산업 및 중소기업,112. 산업기술지원,2418132,2013
1126,대전광역시,110. 산업 및 중소기업,113. 무역 및 투자유치,21645335,2013
1127,대전광역시,110. 산업 및 중소기업,114. 산업진흥 및 고도화,17450672,2013
1128,대전광역시,110. 산업 및 중소기업,115. 에너지 및 자원개발,722212,2013
1129,대전광역시,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,10560868,2013
1130,대전광역시,120. 수송 및 교통,121. 도로,85921209,2013
1131,대전광역시,120. 수송 및 교통,123. 도시철도,30806986,2013
1132,대전광역시,120. 수송 및 교통,124. 해운 및 항만,0,2013
1133,대전광역시,120. 수송 및 교통,125. 항공 및 공항,0,2013
1134,대전광역시,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",116709357,2013
1135,대전광역시,140. 국토 및 지역개발,141. 수자원,29823203,2013
1136,대전광역시,140. 국토 및 지역개발,142. 지역 및 도시,93216674,2013
1137,대전광역시,140. 국토 및 지역개발,143. 산업단지,657000,2013
1138,대전광역시,150. 과학기술,152. 과학기술연구지원,28701507,2013
1139,대전광역시,150. 과학기술,153. 과학기술일반,11077195,2013
1140,대전광역시,160. 예비비,161. 예비비,24480414,2013
1141,대전광역시,900. 기타,901. 기타,230050250,2013
1142,부산광역시,010. 일반공공행정,011. 입법 및 선거관리,6245305,2013
1143,부산광역시,010. 일반공공행정,013. 지방행정 및 재정지원,553181361,2013
1144,부산광역시,010. 일반공공행정,014. 재정 및 금융,0,2013
1145,부산광역시,010. 일반공공행정,016. 일반행정,297569527,2013
1146,부산광역시,020. 공공질서 및 안전,023. 경찰,0,2013
1147,부산광역시,020. 공공질서 및 안전,025. 재난방재 및 민방위,121982549,2013
1148,부산광역시,050. 교육,051. 유아 및 초중등 교육,563168990,2013
1149,부산광역시,050. 교육,052. 고등교육,0,2013
1150,부산광역시,050. 교육,053. 평생 및 직업교육,6721842,2013
1151,부산광역시,060. 문화 및 관광,061. 문화예술,112444392,2013
1152,부산광역시,060. 문화 및 관광,062. 관광,22182316,2013
1153,부산광역시,060. 문화 및 관광,063. 체육,118945451,2013
1154,부산광역시,060. 문화 및 관광,064. 문화재,23903505,2013
1155,부산광역시,060. 문화 및 관광,065. 문화 및 관광 일반,0,2013
1156,부산광역시,070. 환경보호,071. 상하수도 및 수질,19247004,2013
1157,부산광역시,070. 환경보호,072. 폐기물,73270245,2013
1158,부산광역시,070. 환경보호,073. 대기,18184602,2013
1159,부산광역시,070. 환경보호,074. 자연,3679290,2013
1160,부산광역시,070. 환경보호,075. 해양,0,2013
1161,부산광역시,070. 환경보호,076. 환경보호 일반,5602275,2013
1162,부산광역시,080. 사회복지,081. 기초생활보장,1142451916,2013
1163,부산광역시,080. 사회복지,082. 취약계층지원,420464877,2013
1164,부산광역시,080. 사회복지,"084. 보육, 가족 및 여성",408540900,2013
1165,부산광역시,080. 사회복지,085. 노인 및 청소년,467735438,2013
1166,부산광역시,080. 사회복지,086. 노동,39096663,2013
1167,부산광역시,080. 사회복지,087. 보훈,8074700,2013
1168,부산광역시,080. 사회복지,088. 주택,0,2013
1169,부산광역시,080. 사회복지,089. 사회복지일반,0,2013
1170,부산광역시,090. 보건,091. 보건의료,79089798,2013
1171,부산광역시,090. 보건,093. 식품의약안전,873864,2013
1172,부산광역시,100. 농림해양수산,101. 농업 및 농촌,27575812,2013
1173,부산광역시,100. 농림해양수산,102. 임업 및 산촌,48663334,2013
1174,부산광역시,100. 농림해양수산,103. 해양수산 및 어촌,110761337,2013
1175,부산광역시,110. 산업 및 중소기업,111. 산업금융지원,0,2013
1176,부산광역시,110. 산업 및 중소기업,112. 산업기술지원,29848600,2013
1177,부산광역시,110. 산업 및 중소기업,113. 무역 및 투자유치,102666509,2013
1178,부산광역시,110. 산업 및 중소기업,114. 산업진흥 및 고도화,95302051,2013
1179,부산광역시,110. 산업 및 중소기업,115. 에너지 및 자원개발,32921512,2013
1180,부산광역시,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,0,2013
1181,부산광역시,120. 수송 및 교통,121. 도로,687072291,2013
1182,부산광역시,120. 수송 및 교통,123. 도시철도,637504814,2013
1183,부산광역시,120. 수송 및 교통,124. 해운 및 항만,0,2013
1184,부산광역시,120. 수송 및 교통,125. 항공 및 공항,0,2013
1185,부산광역시,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",420210602,2013
1186,부산광역시,140. 국토 및 지역개발,141. 수자원,58669025,2013
1187,부산광역시,140. 국토 및 지역개발,142. 지역 및 도시,387752273,2013
1188,부산광역시,140. 국토 및 지역개발,143. 산업단지,15473545,2013
1189,부산광역시,150. 과학기술,152. 과학기술연구지원,0,2013
1190,부산광역시,150. 과학기술,153. 과학기술일반,0,2013
1191,부산광역시,160. 예비비,161. 예비비,67208404,2013
1192,부산광역시,900. 기타,901. 기타,437008172,2013
1193,서울특별시,010. 일반공공행정,011. 입법 및 선거관리,23312689,2013
1194,서울특별시,010. 일반공공행정,013. 지방행정 및 재정지원,3063409779,2013
1195,서울특별시,010. 일반공공행정,014. 재정 및 금융,187760096,2013
1196,서울특별시,010. 일반공공행정,016. 일반행정,502961118,2013
1197,서울특별시,020. 공공질서 및 안전,023. 경찰,1124761,2013
1198,서울특별시,020. 공공질서 및 안전,025. 재난방재 및 민방위,136723097,2013
1199,서울특별시,050. 교육,051. 유아 및 초중등 교육,2541323221,2013
1200,서울특별시,050. 교육,052. 고등교육,43072123,2013
1201,서울특별시,050. 교육,053. 평생 및 직업교육,6080888,2013
1202,서울특별시,060. 문화 및 관광,061. 문화예술,201037580,2013
1203,서울특별시,060. 문화 및 관광,062. 관광,41925605,2013
1204,서울특별시,060. 문화 및 관광,063. 체육,160476374,2013
1205,서울특별시,060. 문화 및 관광,064. 문화재,85242456,2013
1206,서울특별시,060. 문화 및 관광,065. 문화 및 관광 일반,0,2013
1207,서울특별시,070. 환경보호,071. 상하수도 및 수질,1245047836,2013
1208,서울특별시,070. 환경보호,072. 폐기물,127767082,2013
1209,서울특별시,070. 환경보호,073. 대기,380603744,2013
1210,서울특별시,070. 환경보호,074. 자연,45605260,2013
1211,서울특별시,070. 환경보호,075. 해양,0,2013
1212,서울특별시,070. 환경보호,076. 환경보호 일반,84585880,2013
1213,서울특별시,080. 사회복지,081. 기초생활보장,0,2013
1214,서울특별시,080. 사회복지,082. 취약계층지원,2706890988,2013
1215,서울특별시,080. 사회복지,"084. 보육, 가족 및 여성",1688189640,2013
1216,서울특별시,080. 사회복지,085. 노인 및 청소년,998627239,2013
1217,서울특별시,080. 사회복지,086. 노동,82301978,2013
1218,서울특별시,080. 사회복지,087. 보훈,0,2013
1219,서울특별시,080. 사회복지,088. 주택,1550423283,2013
1220,서울특별시,080. 사회복지,089. 사회복지일반,35504850,2013
1221,서울특별시,090. 보건,091. 보건의료,293452054,2013
1222,서울특별시,090. 보건,093. 식품의약안전,4716402,2013
1223,서울특별시,100. 농림해양수산,101. 농업 및 농촌,54331996,2013
1224,서울특별시,100. 농림해양수산,102. 임업 및 산촌,0,2013
1225,서울특별시,100. 농림해양수산,103. 해양수산 및 어촌,0,2013
1226,서울특별시,110. 산업 및 중소기업,111. 산업금융지원,0,2013
1227,서울특별시,110. 산업 및 중소기업,112. 산업기술지원,0,2013
1228,서울특별시,110. 산업 및 중소기업,113. 무역 및 투자유치,8048193,2013
1229,서울특별시,110. 산업 및 중소기업,114. 산업진흥 및 고도화,199131968,2013
1230,서울특별시,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,43739272,2013
1231,서울특별시,120. 수송 및 교통,121. 도로,875370152,2013
1232,서울특별시,120. 수송 및 교통,123. 도시철도,458968573,2013
1233,서울특별시,120. 수송 및 교통,124. 해운 및 항만,0,2013
1234,서울특별시,120. 수송 및 교통,125. 항공 및 공항,0,2013
1235,서울특별시,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",2543772682,2013
1236,서울특별시,140. 국토 및 지역개발,141. 수자원,1929883628,2013
1237,서울특별시,140. 국토 및 지역개발,142. 지역 및 도시,1625445658,2013
1238,서울특별시,140. 국토 및 지역개발,143. 산업단지,50372096,2013
1239,서울특별시,150. 과학기술,152. 과학기술연구지원,0,2013
1240,서울특별시,150. 과학기술,153. 과학기술일반,0,2013
1241,서울특별시,160. 예비비,161. 예비비,94135188,2013
1242,서울특별시,900. 기타,901. 기타,1343496914,2013
1243,울산광역시,010. 일반공공행정,011. 입법 및 선거관리,3564384,2013
1244,울산광역시,010. 일반공공행정,013. 지방행정 및 재정지원,247850241,2013
1245,울산광역시,010. 일반공공행정,014. 재정 및 금융,191928449,2013
1246,울산광역시,010. 일반공공행정,016. 일반행정,51003086,2013
1247,울산광역시,020. 공공질서 및 안전,023. 경찰,0,2013
1248,울산광역시,020. 공공질서 및 안전,025. 재난방재 및 민방위,38198302,2013
