key,region,cat1,cat2,amount,time
1651,서울특별시,010. 일반공공행정,011. 입법 및 선거관리,19459925,2014
1652,서울특별시,010. 일반공공행정,013. 지방행정 및 재정지원,3200888421,2014
1653,서울특별시,010. 일반공공행정,014. 재정 및 금융,325180037,2014
1654,서울특별시,010. 일반공공행정,016. 일반행정,554098089,2014
1655,서울특별시,020. 공공질서 및 안전,023. 경찰,1171401,2014
1656,서울특별시,020. 공공질서 및 안전,025. 재난방재 및 민방위,148558190,2014
1657,서울특별시,050. 교육,051. 유아 및 초중등 교육,2571146075,2014
1658,서울특별시,050. 교육,052. 고등교육,42902083,2014
1659,서울특별시,050. 교육,053. 평생 및 직업교육,6516233,2014
1660,서울특별시,060. 문화 및 관광,061. 문화예술,197274929,2014
1661,서울특별시,060. 문화 및 관광,062. 관광,34125437,2014
1662,서울특별시,060. 문화 및 관광,063. 체육,181850604,2014
1663,서울특별시,060. 문화 및 관광,064. 문화재,84810813,2014
1664,서울특별시,060. 문화 및 관광,065. 문화 및 관광 일반,0,2014
1665,서울특별시,070. 환경보호,071. 상하수도 및 수질,1304073060,2014
1666,서울특별시,070. 환경보호,072. 폐기물,133152335,2014
1667,서울특별시,070. 환경보호,073. 대기,382691703,2014
1668,서울특별시,070. 환경보호,074. 자연,36366162,2014
1669,서울특별시,070. 환경보호,075. 해양,0,2014
1670,서울특별시,070. 환경보호,076. 환경보호 일반,86306073,2014
1671,서울특별시,080. 사회복지,081. 기초생활보장,0,2014
1672,서울특별시,080. 사회복지,082. 취약계층지원,2641721184,2014
1673,서울특별시,080. 사회복지,"084. 보육, 가족 및 여성",1831554942,2014
1674,서울특별시,080. 사회복지,085. 노인 및 청소년,1321149171,2014
1675,서울특별시,080. 사회복지,086. 노동,96987684,2014
1676,서울특별시,080. 사회복지,087. 보훈,0,2014
1677,서울특별시,080. 사회복지,088. 주택,1095306060,2014
1678,서울특별시,080. 사회복지,089. 사회복지일반,32768409,2014
1679,서울특별시,090. 보건,091. 보건의료,290777119,2014
1680,서울특별시,090. 보건,093. 식품의약안전,5972953,2014
1681,서울특별시,100. 농림해양수산,101. 농업 및 농촌,99324255,2014
1682,서울특별시,100. 농림해양수산,102. 임업 및 산촌,0,2014
1683,서울특별시,100. 농림해양수산,103. 해양수산 및 어촌,0,2014
1684,서울특별시,110. 산업 및 중소기업,111. 산업금융지원,0,2014
1685,서울특별시,110. 산업 및 중소기업,112. 산업기술지원,0,2014
1686,서울특별시,110. 산업 및 중소기업,113. 무역 및 투자유치,9903288,2014
1687,서울특별시,110. 산업 및 중소기업,114. 산업진흥 및 고도화,154738295,2014
1688,서울특별시,110. 산업 및 중소기업,115. 에너지 및 자원개발,0,2014
1689,서울특별시,110. 산업 및 중소기업,116. 산업 및 중소기업 일반,38958150,2014
1690,서울특별시,120. 수송 및 교통,121. 도로,884229827,2014
1691,서울특별시,120. 수송 및 교통,123. 도시철도,642127311,2014
1692,서울특별시,120. 수송 및 교통,124. 해운 및 항만,0,2014
1693,서울특별시,120. 수송 및 교통,125. 항공 및 공항,0,2014
1694,서울특별시,120. 수송 및 교통,"126. 대중교통, 물류 등 기타",2351586454,2014
1695,서울특별시,140. 국토 및 지역개발,141. 수자원,227419600,2014
1696,서울특별시,140. 국토 및 지역개발,142. 지역 및 도시,1807330820,2014
1697,서울특별시,140. 국토 및 지역개발,143. 산업단지,456614,2014
1698,서울특별시,150. 과학기술,152. 과학기술연구지원,0,2014
1699,서울특별시,150. 과학기술,153. 과학기술일반,0,2014
1700,서울특별시,160. 예비비,161. 예비비,153118076,2014
1701,서울특별시,900. 기타,901. 기타,1417329968,2014
